ProductCode,Product Description
600290,(2002-) - Other
600291,(-2001) - - Of wool or fine animal hair
600292,(-2001) - - Of cotton
600293,(-2001) - - Of man-made fibres
600299,(-2001) - - Other
6003,"Knitted or crocheted fabrics of a width not exceeding 30 cm, other than those of heading 60.01 or 60.02."
600310,(2002-) - Of wool or fine animal hair
600320,(2002-) - Of cotton
600330,(2002-) - Of synthetic fibres
600340,(2002-) - Of artificial fibres
600390,(2002-) - Other
6004,"Knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 60.01."
600410,(2002-) - Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread
600490,(2002-) - Other
6005,"Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04."
600510,(2002-2006) - Of wool or fine animal hair
600521,(2002-) -- Unbleached or bleached
600522,(2002-) -- Dyed
600523,(2002-) -- Of yarns of different colours
600524,(2002-) -- Printed
600531,(2002-) -- Unbleached or bleached
600532,(2002-) -- Dyed
600533,(2002-) -- Of yarns of different colours
600534,(2002-) -- Printed
600541,(2002-) -- Unbleached or bleached
600542,(2002-) -- Dyed
600543,(2002-) -- Of yarns of different colours
600544,(2002-) -- Printed
600590,(2002-) - Other
6006,Other knitted or crocheted fabrics.
600610,(2002-) - Of wool or fine animal hair
600621,(2002-) -- Unbleached or bleached
600622,(2002-) -- Dyed
600623,(2002-) -- Of yarns of different colours
600624,(2002-) -- Printed
600631,(2002-) -- Unbleached or bleached
600632,(2002-) -- Dyed
600633,(2002-) -- Of yarns of different colours
600634,(2002-) -- Printed
600641,(2002-) -- Unbleached or bleached
600642,(2002-) -- Dyed
600643,(2002-) -- Of yarns of different colours
600644,(2002-) -- Printed
600690,(2002-) - Other
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED"
6101,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03."
610110,(-2006)  - Of wool or fine animal hair
610120,- Of cotton
610130,- Of man-made fibres
610190,- Of other textile materials
6102,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04."
610210,- Of wool or fine animal hair
610220,- Of cotton
610230,- Of man-made fibres
610290,- Of other textile materials
6103,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted."
610310,(2007-) - Suits
610311,(-2006)  -- Of wool or fine animal hair
610312,(-2006)  -- Of synthetic fibres
610319,(-2006)  -- Of other textile materials
610321,(-2006)  -- Of wool or fine animal hair
610322,-- Of cotton
610323,-- Of synthetic fibres
610329,-- Of other textile materials
610331,-- Of wool or fine animal hair
610332,-- Of cotton
610333,-- Of synthetic fibres
610339,-- Of other textile materials
610341,-- Of wool or fine animal hair
610342,-- Of cotton
610343,-- Of synthetic fibres
610349,-- Of other textile materials
6104,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted."
610411,(-2006)  -- Of wool or fine animal hair
610412,(-2006)  -- Of cotton
610413,-- Of synthetic fibres
610419,-- Of other textile materials
610421,(-2006)  -- Of wool or fine animal hair
610422,-- Of cotton
610423,-- Of synthetic fibres
610429,-- Of other textile materials
610431,-- Of wool or fine animal hair
610432,-- Of cotton
610433,-- Of synthetic fibres
610439,-- Of other textile materials
610441,-- Of wool or fine animal hair
610442,-- Of cotton
610443,-- Of synthetic fibres
610444,-- Of artificial fibres
610449,-- Of other textile materials
610451,-- Of wool or fine animal hair
610452,-- Of cotton
610453,-- Of synthetic fibres
610459,-- Of other textile materials
610461,-- Of wool or fine animal hair
610462,-- Of cotton
610463,-- Of synthetic fibres
610469,-- Of other textile materials
6105,"Men's or boys' shirts, knitted or crocheted."
610510,- Of cotton
610520,- Of man-made fibres
610590,- Of other textile materials
6106,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted."
610610,- Of cotton
610620,- Of man-made fibres
610690,- Of other textile materials
6107,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted."
610711,-- Of cotton
610712,-- Of man-made fibres
610719,-- Of other textile materials
610721,-- Of cotton
610722,-- Of man-made fibres
610729,-- Of other textile materials
610791,-- Of cotton
610792,(-2006)  -- Of man-made fibres
610799,-- Of other textile materials
6108,"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted."
610811,-- Of man-made fibres
610819,-- Of other textile materials
610821,-- Of cotton
610822,-- Of man-made fibres
610829,-- Of other textile materials
610831,-- Of cotton
610832,-- Of man-made fibres
610839,-- Of other textile materials
610891,-- Of cotton
610892,-- Of man-made fibres
610899,-- Of other textile materials
6109,"T-shirts, singlets and other vests, knitted or crocheted."
610910,- Of cotton
610990,- Of other textile materials
6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted."
611010,(-2001) - Of wool or fine animal hair
611011,(2002-) -- Of wool
611012,(2002-) -- Of Kashmir (cashmere) goats
611019,(2002-) -- Other
611020,- Of cotton
611030,- Of man-made fibres
611090,- Of other textile materials
6111,"Babies' garments and clothing accessories, knitted or crocheted."
611110,(-2006)  - Of wool or fine animal hair
611120,- Of cotton
611130,- Of synthetic fibres
611190,- Of other textile materials
6112,"Track suits, ski suits and swimwear, knitted or crocheted."
611211,-- Of cotton
611212,-- Of synthetic fibres
611219,-- Of other textile materials
611220,- Ski suits
611231,-- Of synthetic fibres
611239,-- Of other textile materials
611241,-- Of synthetic fibres
611249,-- Of other textile materials
6113,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07."
611300,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07."
6114,"Other garments, knitted or crocheted."
611410,(-2006)  - Of wool or fine animal hair
611420,- Of cotton
611430,- Of man-made fibres
611490,- Of other textile materials
6115,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted."
611510,"(2007-) - Graduated compression hosiery (for example, stockings for varicose veins)"
611511,"(-2006)  -- Of synthetic fibres, measuring per single yarn less than 67 decitex"
611512,"(-2006)  -- Of synthetic fibres, measuring per single yarn 67 decitex or more"
611519,(-2006)  -- Of other textile materials
611520,"(-2006)  - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
611521,"(2007-) -- Of synthetic fibres, measuring per single yarn less than 67 decitex"
611522,"(2007-) -- Of synthetic fibres, measuring per single yarn 67 decitex or more"
611529,(2007-) -- Of other textile materials
611530,"(2007-) - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
611591,(-2006)  -- Of wool or fine animal hair
611592,(-2006)  -- Of cotton
611593,(-2006)  -- Of synthetic fibres
611594,(2007-) -- Of wool or fine animal hair
611595,(2007-) -- Of cotton
611596,(2007-) -- Of synthetic fibres
611599,-- Of other textile materials
6116,"Gloves, mittens and mitts, knitted or crocheted."
611610,"- Impregnated, coated or covered with plastics or rubber"
611691,-- Of wool or fine animal hair
611692,-- Of cotton
611693,-- Of synthetic fibres
611699,-- Of other textile materials
6117,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories."
611710,"- Shawls, scarves, mufflers, mantillas, veils and the like"
611720,"(-2006)  - Ties, bow ties and cravats"
611780,- Other accessories
611790,- Parts
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED"
6201,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03."
620111,-- Of wool or fine animal hair
620112,-- Of cotton
620113,-- Of man-made fibres
620119,-- Of other textile materials
620191,-- Of wool or fine animal hair
620192,-- Of cotton
620193,-- Of man-made fibres
620199,-- Of other textile materials
6202,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04."
620211,-- Of wool or fine animal hair
620212,-- Of cotton
620213,-- Of man-made fibres
620219,-- Of other textile materials
620291,-- Of wool or fine animal hair
620292,-- Of cotton
620293,-- Of man-made fibres
620299,-- Of other textile materials
6203,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)."
620311,-- Of wool or fine animal hair
620312,-- Of synthetic fibres
620319,-- Of other textile materials
620321,(-2006)  -- Of wool or fine animal hair
620322,-- Of cotton
620323,-- Of synthetic fibres
620329,-- Of other textile materials
620331,-- Of wool or fine animal hair
620332,-- Of cotton
620333,-- Of synthetic fibres
620339,-- Of other textile materials
620341,-- Of wool or fine animal hair
620342,-- Of cotton
620343,-- Of synthetic fibres
620349,-- Of other textile materials
6204,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)."
620411,-- Of wool or fine animal hair
620412,-- Of cotton
620413,-- Of synthetic fibres
620419,-- Of other textile materials
620421,-- Of wool or fine animal hair
620422,-- Of cotton
620423,-- Of synthetic fibres
620429,-- Of other textile materials
620431,-- Of wool or fine animal hair
620432,-- Of cotton
620433,-- Of synthetic fibres
620439,-- Of other textile materials
620441,-- Of wool or fine animal hair
620442,-- Of cotton
620443,-- Of synthetic fibres
620444,-- Of artificial fibres
620449,-- Of other textile materials
620451,-- Of wool or fine animal hair
620452,-- Of cotton
620453,-- Of synthetic fibres
620459,-- Of other textile materials
620461,-- Of wool or fine animal hair
620462,-- Of cotton
620463,-- Of synthetic fibres
620469,-- Of other textile materials
6205,Men's or boys' shirts.
620510,(-2006)  - Of wool or fine animal hair
620520,- Of cotton
620530,- Of man-made fibres
620590,- Of other textile materials
6206,"Women's or girls' blouses, shirts and shirt-blouses."
620610,- Of silk or silk waste
620620,- Of wool or fine animal hair
620630,- Of cotton
620640,- Of man-made fibres
620690,- Of other textile materials
6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles."
620711,-- Of cotton
620719,-- Of other textile materials
620721,-- Of cotton
620722,-- Of man-made fibres
620729,-- Of other textile materials
620791,-- Of cotton
620792,(-2006)  -- Of man-made fibres
620799,-- Of other textile materials
6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles."
620811,-- Of man-made fibres
620819,-- Of other textile materials
620821,-- Of cotton
620822,-- Of man-made fibres
620829,-- Of other textile materials
620891,-- Of cotton
620892,-- Of man-made fibres
